in-rho_O,in-rho_O2,in-Th,in-Tv,in-t,out-Y_O,out-Y_O2,out-Th,out-Tv
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4929071250E-11,9.4045107198E-02,9.0595489280E-01,3.1861553292E+03,1.0724971724E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.5378361962E-11,9.4045107139E-02,9.0595489286E-01,3.1861533440E+03,1.0725051892E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.5832145582E-11,9.4045107081E-02,9.0595489292E-01,3.1861513389E+03,1.0725132860E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.6290467038E-11,9.4045107021E-02,9.0595489298E-01,3.1861493138E+03,1.0725214637E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.6753371708E-11,9.4045106960E-02,9.0595489304E-01,3.1861472684E+03,1.0725297231E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.7220905425E-11,9.4045106900E-02,9.0595489310E-01,3.1861452026E+03,1.0725380650E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.7693114480E-11,9.4045106838E-02,9.0595489316E-01,3.1861431161E+03,1.0725464903E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.8170045624E-11,9.4045106776E-02,9.0595489322E-01,3.1861410088E+03,1.0725549997E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.8651746081E-11,9.4045106713E-02,9.0595489329E-01,3.1861388805E+03,1.0725635940E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.9138263541E-11,9.4045106650E-02,9.0595489335E-01,3.1861367308E+03,1.0725722743E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.9629646177E-11,9.4045106586E-02,9.0595489341E-01,3.1861345597E+03,1.0725810412E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.0125942639E-11,9.4045106522E-02,9.0595489348E-01,3.1861323669E+03,1.0725898957E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.0627202065E-11,9.4045106456E-02,9.0595489354E-01,3.1861301521E+03,1.0725988387E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.1133474086E-11,9.4045106390E-02,9.0595489361E-01,3.1861279153E+03,1.0726078709E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.1644808826E-11,9.4045106324E-02,9.0595489368E-01,3.1861256560E+03,1.0726169934E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.2161256915E-11,9.4045106256E-02,9.0595489374E-01,3.1861233742E+03,1.0726262070E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.2682869484E-11,9.4045106188E-02,9.0595489381E-01,3.1861210696E+03,1.0726355126E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.3209698179E-11,9.4045106120E-02,9.0595489388E-01,3.1861187420E+03,1.0726449112E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.3741795160E-11,9.4045106051E-02,9.0595489395E-01,3.1861163910E+03,1.0726544036E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.4279213112E-11,9.4045105981E-02,9.0595489402E-01,3.1861140166E+03,1.0726639908E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.4822005243E-11,9.4045105910E-02,9.0595489409E-01,3.1861116185E+03,1.0726736738E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.5370225296E-11,9.4045105839E-02,9.0595489416E-01,3.1861091964E+03,1.0726834535E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.5923927549E-11,9.4045105766E-02,9.0595489423E-01,3.1861067501E+03,1.0726933308E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.6483166824E-11,9.4045105694E-02,9.0595489431E-01,3.1861042794E+03,1.0727033068E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.7047998492E-11,9.4045105620E-02,9.0595489438E-01,3.1861017840E+03,1.0727133824E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.7618478477E-11,9.4045105546E-02,9.0595489445E-01,3.1860992636E+03,1.0727235587E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8194663262E-11,9.4045105471E-02,9.0595489453E-01,3.1860967180E+03,1.0727338365E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8776609895E-11,9.4045105395E-02,9.0595489460E-01,3.1860941470E+03,1.0727442170E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9364375994E-11,9.4045105319E-02,9.0595489468E-01,3.1860915503E+03,1.0727547012E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9958019754E-11,9.4045105241E-02,9.0595489476E-01,3.1860889277E+03,1.0727652901E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.0557599951E-11,9.4045105163E-02,9.0595489484E-01,3.1860862788E+03,1.0727759847E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.1163175951E-11,9.4045105084E-02,9.0595489492E-01,3.1860836035E+03,1.0727867861E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.1774807710E-11,9.4045105005E-02,9.0595489500E-01,3.1860809015E+03,1.0727976953E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.2392555787E-11,9.4045104924E-02,9.0595489508E-01,3.1860781724E+03,1.0728087135E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3016481345E-11,9.4045104843E-02,9.0595489516E-01,3.1860754161E+03,1.0728198417E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3646646158E-11,9.4045104761E-02,9.0595489524E-01,3.1860726322E+03,1.0728310810E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4283112620E-11,9.4045104678E-02,9.0595489532E-01,3.1860698206E+03,1.0728424326E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4925943746E-11,9.4045104595E-02,9.0595489541E-01,3.1860669808E+03,1.0728538975E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.5575203184E-11,9.4045104510E-02,9.0595489549E-01,3.1860641126E+03,1.0728654768E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.6230955216E-11,9.4045104425E-02,9.0595489558E-01,3.1860612158E+03,1.0728771718E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.6893264768E-11,9.4045104338E-02,9.0595489566E-01,3.1860582901E+03,1.0728889836E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.7562197416E-11,9.4045104251E-02,9.0595489575E-01,3.1860553351E+03,1.0729009132E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8237819390E-11,9.4045104163E-02,9.0595489584E-01,3.1860523506E+03,1.0729129620E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8920197583E-11,9.4045104074E-02,9.0595489593E-01,3.1860493362E+03,1.0729251311E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.9609399559E-11,9.4045103985E-02,9.0595489602E-01,3.1860462918E+03,1.0729374217E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.0305493555E-11,9.4045103894E-02,9.0595489611E-01,3.1860432169E+03,1.0729498350E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1008548491E-11,9.4045103802E-02,9.0595489620E-01,3.1860401113E+03,1.0729623722E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1718633975E-11,9.4045103710E-02,9.0595489629E-01,3.1860369747E+03,1.0729750345E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.2435820315E-11,9.4045103617E-02,9.0595489638E-01,3.1860338067E+03,1.0729878233E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.3160178518E-11,9.4045103522E-02,9.0595489648E-01,3.1860306071E+03,1.0730007398E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.3891780304E-11,9.4045103427E-02,9.0595489657E-01,3.1860273755E+03,1.0730137852E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.4630698106E-11,9.4045103331E-02,9.0595489667E-01,3.1860241116E+03,1.0730269608E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.5377005088E-11,9.4045103234E-02,9.0595489677E-01,3.1860208151E+03,1.0730402679E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6130775139E-11,9.4045103135E-02,9.0595489686E-01,3.1860174857E+03,1.0730537079E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6892082890E-11,9.4045103036E-02,9.0595489696E-01,3.1860141230E+03,1.0730672820E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.7661003719E-11,9.4045102936E-02,9.0595489706E-01,3.1860107267E+03,1.0730809916E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.8437613756E-11,9.4045102835E-02,9.0595489716E-01,3.1860072965E+03,1.0730948381E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.9221989893E-11,9.4045102733E-02,9.0595489727E-01,3.1860038320E+03,1.0731088228E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0014209792E-11,9.4045102630E-02,9.0595489737E-01,3.1860003329E+03,1.0731229471E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0814351890E-11,9.4045102526E-02,9.0595489747E-01,3.1859967989E+03,1.0731372123E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.1622495409E-11,9.4045102420E-02,9.0595489758E-01,3.1859932295E+03,1.0731516200E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.2438720363E-11,9.4045102314E-02,9.0595489769E-01,3.1859896245E+03,1.0731661714E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.3263107567E-11,9.4045102207E-02,9.0595489779E-01,3.1859859835E+03,1.0731808681E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.4095738643E-11,9.4045102098E-02,9.0595489790E-01,3.1859823061E+03,1.0731957114E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.4936696029E-11,9.4045101989E-02,9.0595489801E-01,3.1859785919E+03,1.0732107029E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.5786062989E-11,9.4045101878E-02,9.0595489812E-01,3.1859748407E+03,1.0732258440E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6643923619E-11,9.4045101767E-02,9.0595489823E-01,3.1859710519E+03,1.0732411362E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.7510362855E-11,9.4045101654E-02,9.0595489835E-01,3.1859672254E+03,1.0732565810E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.8385466484E-11,9.4045101540E-02,9.0595489846E-01,3.1859633606E+03,1.0732721800E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9269321149E-11,9.4045101424E-02,9.0595489858E-01,3.1859594572E+03,1.0732879346E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.0162014360E-11,9.4045101308E-02,9.0595489869E-01,3.1859555148E+03,1.0733038464E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.1063634504E-11,9.4045101191E-02,9.0595489881E-01,3.1859515330E+03,1.0733199170E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.1974270849E-11,9.4045101073E-02,9.0595489893E-01,3.1859475114E+03,1.0733361480E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.2894013558E-11,9.4045100953E-02,9.0595489905E-01,3.1859434497E+03,1.0733525409E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.3822953693E-11,9.4045100832E-02,9.0595489917E-01,3.1859393474E+03,1.0733690974E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4761183230E-11,9.4045100709E-02,9.0595489929E-01,3.1859352041E+03,1.0733858191E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.5708795062E-11,9.4045100586E-02,9.0595489941E-01,3.1859310195E+03,1.0734027076E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.6665883013E-11,9.4045100462E-02,9.0595489954E-01,3.1859267930E+03,1.0734197647E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.7632541843E-11,9.4045100336E-02,9.0595489966E-01,3.1859225244E+03,1.0734369919E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.8608867261E-11,9.4045100208E-02,9.0595489979E-01,3.1859182130E+03,1.0734543910E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.9594955934E-11,9.4045100080E-02,9.0595489992E-01,3.1859138587E+03,1.0734719637E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.0590905493E-11,9.4045099950E-02,9.0595490005E-01,3.1859094608E+03,1.0734897117E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.1596814548E-11,9.4045099819E-02,9.0595490018E-01,3.1859050190E+03,1.0735076368E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.2612782694E-11,9.4045099687E-02,9.0595490031E-01,3.1859005328E+03,1.0735257407E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.3638910521E-11,9.4045099554E-02,9.0595490045E-01,3.1858960019E+03,1.0735440252E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.4675299626E-11,9.4045099418E-02,9.0595490058E-01,3.1858914257E+03,1.0735624920E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.5722052622E-11,9.4045099283E-02,9.0595490072E-01,3.1858868037E+03,1.0735811432E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.6779273149E-11,9.4045099145E-02,9.0595490086E-01,3.1858821356E+03,1.0735999803E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.7847065880E-11,9.4045099005E-02,9.0595490099E-01,3.1858774209E+03,1.0736190054E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.8925536539E-11,9.4045098865E-02,9.0595490113E-01,3.1858726591E+03,1.0736382202E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0001479190E-10,9.4045098724E-02,9.0595490128E-01,3.1858678498E+03,1.0736576267E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0111493982E-10,9.4045098580E-02,9.0595490142E-01,3.1858629924E+03,1.0736772267E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0222608922E-10,9.4045098435E-02,9.0595490156E-01,3.1858580865E+03,1.0736970222E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0334835011E-10,9.4045098289E-02,9.0595490171E-01,3.1858531316E+03,1.0737170152E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0448183361E-10,9.4045098142E-02,9.0595490186E-01,3.1858481273E+03,1.0737372076E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0562665195E-10,9.4045097993E-02,9.0595490201E-01,3.1858430729E+03,1.0737576013E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0678291847E-10,9.4045097842E-02,9.0595490216E-01,3.1858379681E+03,1.0737781984E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0795074766E-10,9.4045097690E-02,9.0595490231E-01,3.1858328123E+03,1.0737990010E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0913025513E-10,9.4045097536E-02,9.0595490246E-01,3.1858276050E+03,1.0738200110E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1032155768E-10,9.4045097381E-02,9.0595490262E-01,3.1858223458E+03,1.0738412305E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1152477326E-10,9.4045097224E-02,9.0595490278E-01,3.1858170340E+03,1.0738626615E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1274002099E-10,9.4045097066E-02,9.0595490293E-01,3.1858116691E+03,1.0738843063E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1396742120E-10,9.4045096907E-02,9.0595490309E-01,3.1858062507E+03,1.0739061669E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1520709541E-10,9.4045096745E-02,9.0595490325E-01,3.1858007782E+03,1.0739282455E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1645916637E-10,9.4045096582E-02,9.0595490342E-01,3.1857952510E+03,1.0739505442E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1772375803E-10,9.4045096417E-02,9.0595490358E-01,3.1857896687E+03,1.0739730653E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1900099561E-10,9.4045096251E-02,9.0595490375E-01,3.1857840306E+03,1.0739958109E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2029100557E-10,9.4045096083E-02,9.0595490392E-01,3.1857783362E+03,1.0740187832E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2159391562E-10,9.4045095913E-02,9.0595490409E-01,3.1857725850E+03,1.0740419846E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2290985478E-10,9.4045095742E-02,9.0595490426E-01,3.1857667764E+03,1.0740654172E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2423895333E-10,9.4045095569E-02,9.0595490443E-01,3.1857609097E+03,1.0740890835E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2558134286E-10,9.4045095394E-02,9.0595490461E-01,3.1857549845E+03,1.0741129857E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2693715629E-10,9.4045095218E-02,9.0595490478E-01,3.1857490001E+03,1.0741371261E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2830652785E-10,9.4045095039E-02,9.0595490496E-01,3.1857429560E+03,1.0741615072E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2968959313E-10,9.4045094859E-02,9.0595490514E-01,3.1857368515E+03,1.0741861313E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3108648906E-10,9.4045094677E-02,9.0595490532E-01,3.1857306861E+03,1.0742110008E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3249735395E-10,9.4045094494E-02,9.0595490551E-01,3.1857244591E+03,1.0742361182E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3392232749E-10,9.4045094308E-02,9.0595490569E-01,3.1857181700E+03,1.0742614859E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3536155077E-10,9.4045094121E-02,9.0595490588E-01,3.1857118181E+03,1.0742871064E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3681516628E-10,9.4045093931E-02,9.0595490607E-01,3.1857054028E+03,1.0743129823E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3828331794E-10,9.4045093740E-02,9.0595490626E-01,3.1856989234E+03,1.0743391160E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3976615112E-10,9.4045093547E-02,9.0595490645E-01,3.1856923794E+03,1.0743655102E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4126381263E-10,9.4045093352E-02,9.0595490665E-01,3.1856857700E+03,1.0743921674E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4277645076E-10,9.4045093155E-02,9.0595490685E-01,3.1856790947E+03,1.0744190902E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4430421526E-10,9.4045092956E-02,9.0595490704E-01,3.1856723527E+03,1.0744462813E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4584725742E-10,9.4045092755E-02,9.0595490724E-01,3.1856655435E+03,1.0744737433E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4740572999E-10,9.4045092552E-02,9.0595490745E-01,3.1856586662E+03,1.0745014789E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4897978729E-10,9.4045092347E-02,9.0595490765E-01,3.1856517204E+03,1.0745294908E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5056958516E-10,9.4045092140E-02,9.0595490786E-01,3.1856447052E+03,1.0745577819E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5217528101E-10,9.4045091931E-02,9.0595490807E-01,3.1856376199E+03,1.0745863547E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5379703382E-10,9.4045091720E-02,9.0595490828E-01,3.1856304640E+03,1.0746152122E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5543500416E-10,9.4045091507E-02,9.0595490849E-01,3.1856232366E+03,1.0746443572E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5708935420E-10,9.4045091291E-02,9.0595490871E-01,3.1856159371E+03,1.0746737925E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5876024775E-10,9.4045091073E-02,9.0595490893E-01,3.1856085648E+03,1.0747035210E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6044785022E-10,9.4045090854E-02,9.0595490915E-01,3.1856011189E+03,1.0747335456E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6215232873E-10,9.4045090632E-02,9.0595490937E-01,3.1855935987E+03,1.0747638692E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6387385201E-10,9.4045090407E-02,9.0595490959E-01,3.1855860034E+03,1.0747944949E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6561259053E-10,9.4045090181E-02,9.0595490982E-01,3.1855783323E+03,1.0748254256E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6736871644E-10,9.4045089952E-02,9.0595491005E-01,3.1855705847E+03,1.0748566643E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6914240360E-10,9.4045089721E-02,9.0595491028E-01,3.1855627598E+03,1.0748882141E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7093382764E-10,9.4045089488E-02,9.0595491051E-01,3.1855548568E+03,1.0749200780E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7274316592E-10,9.4045089252E-02,9.0595491075E-01,3.1855468749E+03,1.0749522593E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7457059757E-10,9.4045089015E-02,9.0595491099E-01,3.1855388134E+03,1.0749847610E+03
